"id"	"housing_median_age"	"population"	"households"	"median_income"	"median_house_value"
"3781"	"20.0"	"647.0"	"253.0"	"2.5326"	"136800.0"
"3782"	"30.0"	"885.0"	"299.0"	"4.0039"	"195100.0"
"3783"	"20.0"	"486.0"	"190.0"	"1.0313"	"85000.0"
"3784"	"34.0"	"1056.0"	"382.0"	"2.1101"	"86900.0"
"3785"	"32.0"	"1003.0"	"275.0"	"2.4931"	"166900.0"
"3786"	"43.0"	"1316.0"	"462.0"	"1.528"	"131800.0"
"3787"	"38.0"	"1783.0"	"402.0"	"1.8086"	"97100.0"
"3788"	"14.0"	"1128.0"	"363.0"	"6.9903"	"141200.0"
"3789"	"22.0"	"697.0"	"241.0"	"3.3971"	"220300.0"
"3790"	"37.0"	"1208.0"	"502.0"	"4.3214"	"342700.0"
"3791"	"52.0"	"1029.0"	"306.0"	"2.0577"	"214600.0"
"3792"	"22.0"	"461.0"	"142.0"	"3.4375"	"83300.0"
"3793"	"15.0"	"1444.0"	"603.0"	"2.7399"	"134800.0"
"3794"	"22.0"	"1625.0"	"542.0"	"2.78"	"196300.0"
"3795"	"27.0"	"258.0"	"61.0"	"2.9"	"87500.0"
"3796"	"34.0"	"1805.0"	"584.0"	"2.9735"	"220000.0"
"3797"	"52.0"	"467.0"	"189.0"	"12.5902"	"500001.0"
"3798"	"37.0"	"860.0"	"435.0"	"3.9464"	"315000.0"
"3799"	"43.0"	"1065.0"	"342.0"	"3.2708"	"131000.0"
"3800"	"34.0"	"2050.0"	"725.0"	"5.3922"	"302900.0"
"3801"	"39.0"	"1327.0"	"467.0"	"1.8477"	"179200.0"
"3802"	"33.0"	"421.0"	"138.0"	"4.4821"	"220100.0"
"3803"	"28.0"	"936.0"	"460.0"	"2.5991"	"147500.0"
"3804"	"31.0"	"714.0"	"226.0"	"4.6042"	"220700.0"
"3805"	"40.0"	"954.0"	"336.0"	"2.3804"	"158000.0"
"3806"	"26.0"	"2607.0"	"988.0"	"4.0324"	"244900.0"
"3807"	"26.0"	"815.0"	"218.0"	"5.7657"	"322300.0"
"3808"	"23.0"	"979.0"	"288.0"	"8.5621"	"347800.0"
"3809"	"33.0"	"470.0"	"201.0"	"2.6897"	"148300.0"
"3810"	"41.0"	"1384.0"	"369.0"	"2.45"	"186800.0"
"3811"	"23.0"	"955.0"	"328.0"	"6.7527"	"285800.0"
"3812"	"34.0"	"1524.0"	"467.0"	"3.7364"	"190400.0"
"3813"	"16.0"	"1705.0"	"693.0"	"2.9097"	"106300.0"
"3814"	"45.0"	"557.0"	"204.0"	"4.0313"	"209100.0"
"3815"	"41.0"	"1110.0"	"375.0"	"2.4635"	"169400.0"
"3816"	"35.0"	"628.0"	"187.0"	"3.9375"	"187500.0"
"3817"	"32.0"	"635.0"	"249.0"	"3.375"	"178100.0"
"3818"	"14.0"	"1821.0"	"561.0"	"3.3529"	"82600.0"
"3819"	"15.0"	"1006.0"	"288.0"	"7.2379"	"251000.0"
"3820"	"22.0"	"3152.0"	"836.0"	"4.7932"	"166300.0"
"3821"	"30.0"	"1245.0"	"544.0"	"1.8929"	"196900.0"
"3822"	"52.0"	"473.0"	"149.0"	"2.6765"	"88800.0"
"3823"	"17.0"	"1244.0"	"495.0"	"4.7143"	"202900.0"
"3824"	"26.0"	"4367.0"	"1437.0"	"4.7953"	"210900.0"
"3825"	"18.0"	"1474.0"	"415.0"	"1.2891"	"181300.0"
"3826"	"15.0"	"366.0"	"248.0"	"4.3636"	"148400.0"
"3827"	"34.0"	"1155.0"	"542.0"	"3.0938"	"245900.0"
"3828"	"32.0"	"1069.0"	"491.0"	"2.4659"	"209000.0"
"3829"	"26.0"	"1664.0"	"543.0"	"6.1498"	"239100.0"
"3830"	"13.0"	"364.0"	"119.0"	"7.5839"	"426900.0"
"3831"	"17.0"	"3266.0"	"1142.0"	"2.7137"	"72000.0"
"3832"	"51.0"	"1012.0"	"371.0"	"3.9375"	"217000.0"
"3833"	"39.0"	"1103.0"	"508.0"	"3.274"	"254300.0"
"3834"	"10.0"	"9716.0"	"3744.0"	"3.8505"	"169600.0"
"3835"	"45.0"	"546.0"	"152.0"	"5.1057"	"170700.0"
"3836"	"20.0"	"852.0"	"247.0"	"1.6354"	"49000.0"
"3837"	"15.0"	"1326.0"	"254.0"	"2.8289"	"117500.0"
"3838"	"32.0"	"2152.0"	"944.0"	"4.1325"	"172800.0"
"3839"	"24.0"	"1496.0"	"723.0"	"2.8106"	"183200.0"
"3840"	"33.0"	"1067.0"	"358.0"	"3.6023"	"128300.0"
"3841"	"39.0"	"682.0"	"137.0"	"2.75"	"150000.0"
"3842"	"23.0"	"1370.0"	"377.0"	"1.275"	"60400.0"
"3843"	"26.0"	"1453.0"	"444.0"	"4.9107"	"213800.0"
"3844"	"13.0"	"247.0"	"77.0"	"1.6111"	"74100.0"
"3845"	"30.0"	"1784.0"	"573.0"	"2.45"	"85800.0"
"3846"	"33.0"	"1579.0"	"639.0"	"3.1078"	"146700.0"
"3847"	"18.0"	"1663.0"	"507.0"	"5.9225"	"265800.0"
"3848"	"52.0"	"448.0"	"196.0"	"2.5208"	"316700.0"
"3849"	"21.0"	"1164.0"	"421.0"	"3.8177"	"107200.0"
"3850"	"26.0"	"3319.0"	"1061.0"	"6.3663"	"279400.0"
"3851"	"24.0"	"1627.0"	"585.0"	"5.154"	"355100.0"
"3852"	"19.0"	"1102.0"	"313.0"	"3.0365"	"98100.0"
"3853"	"34.0"	"674.0"	"282.0"	"2.515"	"110800.0"
"3854"	"42.0"	"1318.0"	"373.0"	"2.625"	"101100.0"
"3855"	"47.0"	"630.0"	"218.0"	"2.8616"	"92500.0"
"3856"	"19.0"	"101.0"	"28.0"	"5.3269"	"375000.0"
"3857"	"19.0"	"1246.0"	"513.0"	"2.212"	"132000.0"
"3858"	"21.0"	"1515.0"	"494.0"	"4.3039"	"168500.0"
"3859"	"17.0"	"771.0"	"317.0"	"8.7604"	"331800.0"
"3860"	"50.0"	"606.0"	"167.0"	"2.2206"	"59200.0"
"3861"	"25.0"	"1546.0"	"371.0"	"5.0893"	"173400.0"
"3862"	"27.0"	"2336.0"	"868.0"	"13.2935"	"500001.0"
"3863"	"48.0"	"490.0"	"176.0"	"3.1406"	"223100.0"
"3864"	"16.0"	"1135.0"	"424.0"	"2.7316"	"97500.0"
"3865"	"44.0"	"1280.0"	"570.0"	"3.5583"	"232000.0"
"3866"	"34.0"	"589.0"	"243.0"	"2.1776"	"84400.0"
"3867"	"44.0"	"869.0"	"212.0"	"1.9338"	"89400.0"
"3868"	"27.0"	"1217.0"	"331.0"	"5.7121"	"222500.0"
"3869"	"43.0"	"2139.0"	"789.0"	"4.0202"	"166300.0"
"3870"	"23.0"	"367.0"	"206.0"	"3.1736"	"181300.0"
"3871"	"40.0"	"780.0"	"416.0"	"3.1071"	"464300.0"
"3872"	"21.0"	"2246.0"	"400.0"	"3.152"	"152800.0"
"3873"	"33.0"	"266.0"	"56.0"	"0.8941"	"98200.0"
"3874"	"18.0"	"747.0"	"256.0"	"7.732"	"173200.0"
"3875"	"35.0"	"2230.0"	"549.0"	"2.9167"	"129300.0"
"3876"	"29.0"	"3675.0"	"1124.0"	"1.8112"	"103600.0"
"3877"	"45.0"	"720.0"	"289.0"	"3.875"	"226900.0"
"3878"	"12.0"	"1610.0"	"502.0"	"4.7568"	"143500.0"
"3879"	"7.0"	"6657.0"	"1874.0"	"4.9222"	"142900.0"
"3880"	"9.0"	"796.0"	"297.0"	"3.5192"	"98000.0"
"3881"	"44.0"	"822.0"	"314.0"	"6.7744"	"294100.0"
"3882"	"35.0"	"1334.0"	"870.0"	"2.9934"	"350000.0"
"3883"	"21.0"	"588.0"	"187.0"	"2.8173"	"226900.0"
"3884"	"39.0"	"1188.0"	"572.0"	"4.6923"	"192000.0"
"3885"	"39.0"	"413.0"	"139.0"	"5.9546"	"396700.0"
"3886"	"38.0"	"1167.0"	"471.0"	"2.6673"	"87500.0"
"3887"	"28.0"	"415.0"	"154.0"	"7.8633"	"500001.0"
"3888"	"16.0"	"1259.0"	"436.0"	"3.7557"	"109400.0"
"3889"	"36.0"	"761.0"	"329.0"	"5.4847"	"296000.0"
"3890"	"39.0"	"1223.0"	"489.0"	"6.2924"	"283900.0"
"3891"	"36.0"	"405.0"	"180.0"	"1.47"	"61900.0"
"3892"	"34.0"	"498.0"	"264.0"	"7.0842"	"500001.0"
"3893"	"31.0"	"548.0"	"185.0"	"3.7614"	"176000.0"
"3894"	"15.0"	"2626.0"	"729.0"	"3.8355"	"107000.0"
"3895"	"36.0"	"690.0"	"365.0"	"3.3438"	"500001.0"
"3896"	"15.0"	"1422.0"	"545.0"	"3.2813"	"175000.0"
"3897"	"39.0"	"770.0"	"278.0"	"5.4088"	"457300.0"
"3898"	"23.0"	"3594.0"	"1253.0"	"5.3962"	"301500.0"
"3899"	"18.0"	"2009.0"	"921.0"	"3.3897"	"230200.0"
"3900"	"30.0"	"1481.0"	"581.0"	"2.1458"	"52400.0"
"3901"	"27.0"	"2252.0"	"850.0"	"4.7926"	"454400.0"
"3902"	"15.0"	"3408.0"	"1560.0"	"2.1991"	"133300.0"
"3903"	"43.0"	"781.0"	"272.0"	"1.869"	"56000.0"
"3904"	"35.0"	"933.0"	"267.0"	"3.4306"	"162500.0"
"3905"	"8.0"	"777.0"	"341.0"	"6.0266"	"177400.0"
"3906"	"9.0"	"1316.0"	"370.0"	"4.1632"	"119800.0"
"3907"	"6.0"	"544.0"	"216.0"	"3.0694"	"173400.0"
"3908"	"45.0"	"1106.0"	"454.0"	"4.6563"	"231800.0"
"3909"	"51.0"	"452.0"	"232.0"	"2.625"	"121200.0"
"3910"	"9.0"	"1515.0"	"220.0"	"4.2109"	"450000.0"
"3911"	"52.0"	"1150.0"	"571.0"	"1.7308"	"80500.0"
"3912"	"37.0"	"981.0"	"225.0"	"3.2857"	"153600.0"
"3913"	"38.0"	"412.0"	"119.0"	"6.0718"	"156000.0"
"3914"	"24.0"	"2819.0"	"893.0"	"4.1378"	"216500.0"
"3915"	"15.0"	"4453.0"	"1357.0"	"5.4829"	"199600.0"
"3916"	"23.0"	"1862.0"	"651.0"	"2.6719"	"193600.0"
"3917"	"37.0"	"776.0"	"271.0"	"6.2187"	"257900.0"
"3918"	"25.0"	"1183.0"	"636.0"	"3.5556"	"500000.0"
"3919"	"33.0"	"795.0"	"297.0"	"4.6713"	"231800.0"
"3920"	"4.0"	"834.0"	"397.0"	"5.5677"	"245400.0"
"3921"	"36.0"	"557.0"	"139.0"	"1.5729"	"82700.0"
"3922"	"44.0"	"716.0"	"167.0"	"2.0"	"90300.0"
"3923"	"13.0"	"1302.0"	"420.0"	"4.0"	"167400.0"
"3924"	"46.0"	"239.0"	"80.0"	"3.3182"	"282100.0"
"3925"	"52.0"	"928.0"	"435.0"	"2.425"	"121100.0"
"3926"	"21.0"	"199.0"	"82.0"	"4.8958"	"117500.0"
"3927"	"37.0"	"490.0"	"300.0"	"3.7852"	"465800.0"
"3928"	"50.0"	"730.0"	"327.0"	"2.5139"	"219000.0"
"3929"	"37.0"	"1854.0"	"514.0"	"2.551"	"59100.0"
"3930"	"35.0"	"323.0"	"109.0"	"1.8438"	"90500.0"
"3931"	"35.0"	"640.0"	"215.0"	"4.2"	"181300.0"
"3932"	"20.0"	"3083.0"	"1621.0"	"5.1506"	"387500.0"
"3933"	"35.0"	"1026.0"	"333.0"	"3.5781"	"92800.0"
"3934"	"46.0"	"1409.0"	"431.0"	"2.2981"	"112100.0"
"3935"	"7.0"	"2733.0"	"1045.0"	"3.7656"	"145000.0"
"3936"	"19.0"	"744.0"	"225.0"	"4.0924"	"244200.0"
"3937"	"38.0"	"877.0"	"200.0"	"1.4514"	"79900.0"
"3938"	"22.0"	"1500.0"	"719.0"	"3.7315"	"197900.0"
"3939"	"16.0"	"1738.0"	"686.0"	"3.6484"	"322600.0"
"3940"	"17.0"	"1911.0"	"615.0"	"2.5859"	"131400.0"
"3941"	"19.0"	"1971.0"	"607.0"	"3.0667"	"75800.0"
"3942"	"25.0"	"937.0"	"326.0"	"6.6264"	"359100.0"
"3943"	"17.0"	"1798.0"	"612.0"	"8.1093"	"410400.0"
"3944"	"40.0"	"1318.0"	"549.0"	"3.6413"	"212700.0"
"3945"	"35.0"	"2188.0"	"611.0"	"1.9375"	"56700.0"
"3946"	"49.0"	"2862.0"	"1009.0"	"2.4677"	"219200.0"
"3947"	"36.0"	"771.0"	"365.0"	"11.216"	"500001.0"
"3948"	"15.0"	"848.0"	"277.0"	"5.3886"	"125300.0"
"3949"	"36.0"	"920.0"	"199.0"	"3.7279"	"162200.0"
"3950"	"19.0"	"1686.0"	"680.0"	"3.0288"	"258300.0"
"3951"	"26.0"	"1098.0"	"540.0"	"4.3839"	"299100.0"
"3952"	"9.0"	"1074.0"	"359.0"	"5.0198"	"151900.0"
"3953"	"41.0"	"1282.0"	"455.0"	"5.5756"	"309900.0"
"3954"	"32.0"	"421.0"	"198.0"	"3.0208"	"143400.0"
"3955"	"22.0"	"3134.0"	"847.0"	"2.6652"	"164800.0"
"3956"	"27.0"	"791.0"	"358.0"	"3.8125"	"366700.0"
"3957"	"36.0"	"732.0"	"175.0"	"1.5938"	"57600.0"
"3958"	"46.0"	"1281.0"	"603.0"	"3.2321"	"112500.0"
"3959"	"36.0"	"1359.0"	"481.0"	"2.824"	"167900.0"
"3960"	"16.0"	"932.0"	"379.0"	"2.5868"	"146900.0"
"3961"	"26.0"	"1852.0"	"452.0"	"6.0531"	"186400.0"
"3962"	"17.0"	"607.0"	"240.0"	"3.5"	"123800.0"
"3963"	"19.0"	"531.0"	"134.0"	"1.6838"	"95800.0"
"3964"	"14.0"	"4741.0"	"2412.0"	"4.7094"	"234700.0"
"3965"	"23.0"	"706.0"	"269.0"	"3.1875"	"110200.0"
"3966"	"52.0"	"1553.0"	"639.0"	"4.6905"	"316300.0"
"3967"	"34.0"	"557.0"	"226.0"	"3.6181"	"96500.0"
"3968"	"4.0"	"2158.0"	"632.0"	"5.0175"	"143400.0"
"3969"	"52.0"	"844.0"	"295.0"	"2.7139"	"164900.0"
"3970"	"42.0"	"571.0"	"271.0"	"3.3906"	"124200.0"
"3971"	"52.0"	"1212.0"	"620.0"	"1.9167"	"159200.0"
"3972"	"9.0"	"832.0"	"385.0"	"2.5743"	"309800.0"
"3973"	"26.0"	"1002.0"	"311.0"	"3.0375"	"126300.0"
"3974"	"30.0"	"448.0"	"159.0"	"2.4821"	"73800.0"
"3975"	"17.0"	"2693.0"	"746.0"	"5.0772"	"221500.0"
"3976"	"13.0"	"1432.0"	"431.0"	"7.9283"	"348100.0"
"3977"	"37.0"	"1146.0"	"265.0"	"2.0673"	"88500.0"
"3978"	"49.0"	"228.0"	"106.0"	"8.0239"	"500001.0"
"3979"	"37.0"	"1046.0"	"350.0"	"0.7403"	"68600.0"
"3980"	"33.0"	"943.0"	"285.0"	"5.118"	"195200.0"
"3981"	"19.0"	"721.0"	"207.0"	"1.1111"	"108300.0"
"3982"	"22.0"	"1189.0"	"321.0"	"2.2042"	"162500.0"
"3983"	"33.0"	"1412.0"	"361.0"	"5.4359"	"194100.0"
"3984"	"52.0"	"13.0"	"1.0"	"15.0001"	"500001.0"
"3985"	"52.0"	"528.0"	"253.0"	"3.5234"	"334700.0"
"3986"	"23.0"	"891.0"	"356.0"	"6.5755"	"359900.0"
"3987"	"9.0"	"3015.0"	"858.0"	"4.2321"	"162800.0"
"3988"	"17.0"	"473.0"	"163.0"	"5.5061"	"231800.0"
"3989"	"26.0"	"2909.0"	"1012.0"	"7.2972"	"269600.0"
"3990"	"24.0"	"2468.0"	"714.0"	"5.2563"	"211400.0"
"3991"	"14.0"	"2648.0"	"888.0"	"3.6895"	"239300.0"
"3992"	"8.0"	"908.0"	"329.0"	"7.7589"	"342900.0"
"3993"	"37.0"	"2354.0"	"666.0"	"3.4345"	"235500.0"
"3994"	"26.0"	"2067.0"	"581.0"	"1.8103"	"124700.0"
"3995"	"43.0"	"604.0"	"218.0"	"1.6641"	"67000.0"
"3996"	"32.0"	"2002.0"	"470.0"	"1.3278"	"44500.0"
"3997"	"14.0"	"850.0"	"317.0"	"2.5812"	"91700.0"
"3998"	"38.0"	"1225.0"	"317.0"	"1.4663"	"64000.0"
"3999"	"52.0"	"2987.0"	"753.0"	"2.8135"	"260300.0"
"4000"	"44.0"	"153.0"	"30.0"	"2.1964"	"150000.0"
"4001"	"5.0"	"555.0"	"201.0"	"6.7232"	"345000.0"
"4002"	"23.0"	"1856.0"	"408.0"	"2.1366"	"100000.0"
"4003"	"21.0"	"276.0"	"85.0"	"2.4792"	"60000.0"
"4004"	"15.0"	"567.0"	"276.0"	"1.8692"	"93800.0"
"4005"	"36.0"	"1438.0"	"519.0"	"2.4598"	"155500.0"
"4006"	"25.0"	"891.0"	"355.0"	"2.6987"	"92500.0"
"4007"	"35.0"	"1166.0"	"407.0"	"3.5214"	"197600.0"
"4008"	"12.0"	"3918.0"	"1100.0"	"3.525"	"201700.0"
"4009"	"16.0"	"1718.0"	"568.0"	"5.5073"	"178900.0"
"4010"	"33.0"	"1578.0"	"507.0"	"4.58"	"236200.0"
"4011"	"43.0"	"1151.0"	"449.0"	"4.9091"	"293200.0"
"4012"	"24.0"	"1158.0"	"360.0"	"4.7941"	"147500.0"
"4013"	"30.0"	"2237.0"	"545.0"	"2.3444"	"156100.0"
"4014"	"29.0"	"1275.0"	"501.0"	"3.776"	"192600.0"
"4015"	"35.0"	"1632.0"	"784.0"	"3.0956"	"500001.0"
"4016"	"23.0"	"984.0"	"374.0"	"2.517"	"153500.0"
"4017"	"13.0"	"1675.0"	"629.0"	"2.8214"	"121900.0"
"4018"	"14.0"	"2926.0"	"1096.0"	"11.2866"	"500001.0"
"4019"	"19.0"	"2302.0"	"729.0"	"7.5699"	"333300.0"
"4020"	"31.0"	"1436.0"	"168.0"	"3.5625"	"194100.0"
"4021"	"29.0"	"1057.0"	"390.0"	"2.3347"	"208100.0"
"4022"	"28.0"	"947.0"	"356.0"	"9.0055"	"375400.0"
"4023"	"25.0"	"1311.0"	"331.0"	"2.7083"	"87800.0"
"4024"	"32.0"	"1230.0"	"557.0"	"4.6424"	"312700.0"
"4025"	"35.0"	"995.0"	"272.0"	"3.7143"	"178700.0"
"4026"	"28.0"	"3260.0"	"738.0"	"1.6944"	"58600.0"
"4027"	"26.0"	"3193.0"	"1020.0"	"2.6535"	"177200.0"
"4028"	"48.0"	"917.0"	"231.0"	"1.875"	"75600.0"
"4029"	"35.0"	"193.0"	"59.0"	"2.5625"	"146900.0"
"4030"	"31.0"	"563.0"	"185.0"	"3.625"	"91300.0"
"4031"	"14.0"	"848.0"	"304.0"	"5.5395"	"273300.0"
"4032"	"25.0"	"639.0"	"278.0"	"5.8416"	"297600.0"
"4033"	"17.0"	"4349.0"	"1229.0"	"3.2799"	"199300.0"
"4034"	"26.0"	"1520.0"	"529.0"	"1.9444"	"129400.0"
"4035"	"9.0"	"3029.0"	"1227.0"	"6.7273"	"500001.0"
"4036"	"30.0"	"814.0"	"256.0"	"6.623"	"332500.0"
"4037"	"12.0"	"622.0"	"316.0"	"5.0258"	"161800.0"
"4038"	"37.0"	"620.0"	"266.0"	"5.4446"	"336700.0"
"4039"	"27.0"	"1171.0"	"431.0"	"5.1021"	"202800.0"
"4040"	"15.0"	"3060.0"	"1060.0"	"5.3064"	"165000.0"
"4041"	"40.0"	"1528.0"	"469.0"	"1.9375"	"69900.0"
"4042"	"25.0"	"1043.0"	"322.0"	"3.7784"	"160100.0"
"4043"	"30.0"	"1753.0"	"456.0"	"4.485"	"180600.0"
"4044"	"11.0"	"1633.0"	"534.0"	"4.7283"	"170200.0"
"4045"	"6.0"	"1695.0"	"710.0"	"3.7609"	"222300.0"
"4046"	"15.0"	"1752.0"	"551.0"	"5.5849"	"257400.0"
"4047"	"24.0"	"4558.0"	"1327.0"	"5.542"	"197500.0"
"4048"	"17.0"	"1222.0"	"381.0"	"7.9168"	"356000.0"
"4049"	"20.0"	"1816.0"	"744.0"	"2.8352"	"161700.0"
"4050"	"22.0"	"1338.0"	"391.0"	"5.8898"	"242800.0"
"4051"	"28.0"	"2672.0"	"1054.0"	"3.963"	"164400.0"
"4052"	"21.0"	"3637.0"	"1749.0"	"3.6401"	"267500.0"
"4053"	"44.0"	"1046.0"	"441.0"	"3.5357"	"156900.0"
"4054"	"36.0"	"562.0"	"246.0"	"6.7546"	"402400.0"
"4055"	"37.0"	"552.0"	"194.0"	"5.0445"	"196200.0"
"4056"	"35.0"	"1251.0"	"429.0"	"6.1049"	"297200.0"
"4057"	"18.0"	"1279.0"	"443.0"	"5.0849"	"188500.0"
"4058"	"52.0"	"1048.0"	"518.0"	"3.675"	"269900.0"
"4059"	"52.0"	"904.0"	"431.0"	"3.5066"	"350000.0"
"4060"	"5.0"	"5871.0"	"1790.0"	"4.2329"	"145500.0"
"4061"	"28.0"	"1085.0"	"363.0"	"10.6834"	"500001.0"
"4062"	"37.0"	"1092.0"	"233.0"	"1.4267"	"52300.0"
"4063"	"37.0"	"3456.0"	"788.0"	"2.8542"	"127600.0"
"4064"	"24.0"	"1468.0"	"441.0"	"3.1857"	"98300.0"
"4065"	"52.0"	"1122.0"	"469.0"	"3.2632"	"306000.0"
"4066"	"11.0"	"616.0"	"269.0"	"3.875"	"198100.0"
"4067"	"43.0"	"1623.0"	"390.0"	"1.4427"	"47700.0"
"4068"	"25.0"	"1745.0"	"487.0"	"2.6382"	"76200.0"
"4069"	"27.0"	"553.0"	"326.0"	"5.4088"	"500001.0"
"4070"	"34.0"	"391.0"	"77.0"	"2.625"	"225000.0"
"4071"	"21.0"	"3384.0"	"1222.0"	"3.6625"	"228100.0"
"4072"	"34.0"	"1233.0"	"476.0"	"4.0474"	"379700.0"
"4073"	"17.0"	"1756.0"	"429.0"	"5.1017"	"240700.0"
"4074"	"23.0"	"1380.0"	"535.0"	"1.9107"	"181900.0"
"4075"	"1.0"	"402.0"	"112.0"	"4.25"	"189200.0"
"4076"	"15.0"	"887.0"	"216.0"	"1.4583"	"84200.0"
"4077"	"40.0"	"1032.0"	"315.0"	"2.1667"	"150000.0"
"4078"	"19.0"	"866.0"	"272.0"	"5.6139"	"279500.0"
"4079"	"45.0"	"752.0"	"329.0"	"4.95"	"345000.0"
"4080"	"16.0"	"2221.0"	"623.0"	"7.3731"	"390800.0"
"4081"	"14.0"	"2105.0"	"796.0"	"3.8158"	"248700.0"
"4082"	"40.0"	"2244.0"	"580.0"	"2.4459"	"143800.0"
"4083"	"20.0"	"1865.0"	"781.0"	"2.0258"	"64800.0"
"4084"	"52.0"	"1347.0"	"348.0"	"2.9312"	"239100.0"
"4085"	"45.0"	"1086.0"	"387.0"	"4.7375"	"289600.0"
"4086"	"34.0"	"532.0"	"137.0"	"3.0687"	"88500.0"
"4087"	"13.0"	"1246.0"	"579.0"	"2.6487"	"196000.0"
"4088"	"26.0"	"1986.0"	"645.0"	"2.9974"	"178800.0"
"4089"	"18.0"	"3189.0"	"955.0"	"8.1248"	"374000.0"
"4090"	"35.0"	"1523.0"	"412.0"	"3.5638"	"170500.0"
"4091"	"17.0"	"452.0"	"184.0"	"1.9875"	"83700.0"
"4092"	"8.0"	"1799.0"	"456.0"	"7.2707"	"355300.0"
"4093"	"16.0"	"371.0"	"145.0"	"6.0767"	"216400.0"
"4094"	"25.0"	"1645.0"	"710.0"	"3.4934"	"209900.0"
"4095"	"36.0"	"273.0"	"112.0"	"3.7321"	"223700.0"
"4096"	"36.0"	"349.0"	"168.0"	"3.4167"	"339100.0"
"4097"	"25.0"	"1314.0"	"473.0"	"4.1026"	"211500.0"
"4098"	"37.0"	"1526.0"	"375.0"	"1.7158"	"94300.0"
"4099"	"31.0"	"1524.0"	"470.0"	"5.0201"	"264100.0"
"4100"	"36.0"	"1511.0"	"572.0"	"9.0064"	"500001.0"
"4101"	"37.0"	"782.0"	"331.0"	"3.4187"	"161700.0"
"4102"	"16.0"	"29.0"	"14.0"	"2.1042"	"87500.0"
"4103"	"43.0"	"652.0"	"213.0"	"2.069"	"84600.0"
"4104"	"20.0"	"1993.0"	"721.0"	"2.0074"	"66900.0"
"4105"	"38.0"	"3612.0"	"887.0"	"2.125"	"118800.0"
"4106"	"52.0"	"1043.0"	"519.0"	"3.7545"	"383700.0"
"4107"	"45.0"	"735.0"	"261.0"	"9.1078"	"500001.0"
"4108"	"26.0"	"2742.0"	"951.0"	"2.5504"	"151300.0"
"4109"	"52.0"	"2589.0"	"438.0"	"3.5349"	"193600.0"
"4110"	"17.0"	"797.0"	"275.0"	"8.6155"	"411200.0"
"4111"	"21.0"	"609.0"	"206.0"	"2.8365"	"90000.0"
"4112"	"32.0"	"1393.0"	"506.0"	"7.6917"	"401800.0"
"4113"	"18.0"	"1189.0"	"326.0"	"5.2227"	"213500.0"
"4114"	"16.0"	"2464.0"	"761.0"	"6.6204"	"296100.0"
"4115"	"33.0"	"1287.0"	"458.0"	"5.5"	"282200.0"
"4116"	"8.0"	"2864.0"	"1041.0"	"3.6292"	"183600.0"
"4117"	"43.0"	"930.0"	"349.0"	"3.675"	"213100.0"
"4118"	"10.0"	"902.0"	"449.0"	"3.7891"	"206300.0"
"4119"	"32.0"	"1417.0"	"535.0"	"3.2546"	"134100.0"
"4120"	"23.0"	"778.0"	"229.0"	"5.1538"	"171300.0"
"4121"	"40.0"	"751.0"	"306.0"	"6.0"	"384200.0"
"4122"	"14.0"	"982.0"	"307.0"	"2.9083"	"179200.0"
"4123"	"52.0"	"838.0"	"510.0"	"8.0755"	"500001.0"
"4124"	"10.0"	"725.0"	"233.0"	"3.5125"	"155600.0"
"4125"	"35.0"	"822.0"	"304.0"	"3.2935"	"157800.0"
"4126"	"29.0"	"873.0"	"400.0"	"3.12"	"194300.0"
"4127"	"40.0"	"1354.0"	"321.0"	"1.9205"	"121900.0"
"4128"	"16.0"	"6012.0"	"1565.0"	"2.3463"	"156100.0"
"4129"	"36.0"	"1897.0"	"700.0"	"6.827"	"359400.0"
"4130"	"39.0"	"6852.0"	"1597.0"	"2.3832"	"35000.0"
"4131"	"20.0"	"149.0"	"49.0"	"4.8229"	"158300.0"
"4132"	"31.0"	"1820.0"	"398.0"	"2.1641"	"122900.0"
"4133"	"17.0"	"2393.0"	"862.0"	"1.8972"	"100500.0"
"4134"	"17.0"	"1077.0"	"457.0"	"3.6815"	"245300.0"
"4135"	"33.0"	"2281.0"	"786.0"	"2.6165"	"230800.0"
"4136"	"23.0"	"1035.0"	"386.0"	"3.7617"	"172600.0"
"4137"	"21.0"	"1431.0"	"480.0"	"4.0714"	"278900.0"
"4138"	"21.0"	"1246.0"	"457.0"	"9.6023"	"391300.0"
"4139"	"22.0"	"2059.0"	"673.0"	"10.9201"	"500001.0"
"4140"	"9.0"	"3086.0"	"1265.0"	"4.4063"	"202200.0"
"4141"	"31.0"	"551.0"	"191.0"	"10.2311"	"500001.0"
"4142"	"16.0"	"2007.0"	"687.0"	"3.0"	"146700.0"
"4143"	"9.0"	"1193.0"	"412.0"	"4.3958"	"124800.0"
"4144"	"49.0"	"2004.0"	"796.0"	"2.7875"	"217300.0"
"4145"	"25.0"	"1066.0"	"390.0"	"7.2165"	"360900.0"
"4146"	"33.0"	"569.0"	"231.0"	"3.2833"	"82600.0"
"4147"	"28.0"	"1156.0"	"404.0"	"1.8958"	"55600.0"
"4148"	"31.0"	"701.0"	"297.0"	"3.8269"	"270700.0"
"4149"	"16.0"	"6931.0"	"2023.0"	"5.228"	"187800.0"
"4150"	"29.0"	"1681.0"	"435.0"	"2.9292"	"84500.0"
"4151"	"20.0"	"1305.0"	"417.0"	"3.2125"	"251000.0"
