"id"	"housing_median_age"	"households"	"median_income"	"median_house_value"
"14231"	"14.0"	"5851.0"	"1.8793"	"60800.0"
"14232"	"36.0"	"5478.0"	"5.806"	"304900.0"
"14233"	"17.0"	"5749.0"	"5.5184"	"274800.0"
"14234"	"24.0"	"5487.0"	"2.4539"	"115000.0"
"14235"	"23.0"	"5928.0"	"5.4333"	"222800.0"
"14236"	"0.0"	"5922.0"	"3.2386"	"213200.0"
"14237"	"35.0"	"5339.0"	"5.3224"	"225800.0"
"14238"	"28.0"	"5462.0"	"4.1875"	"309300.0"
"14239"	"6.0"	"5739.0"	"3.2125"	"247000.0"
"14240"	"35.0"	"5941.0"	"6.1426"	"155000.0"
"14241"	"0.0"	"5806.0"	"1.7431"	"131500.0"
"14242"	"34.0"	"5541.0"	"3.1315"	"137500.0"
"14243"	"21.0"	"5616.0"	"2.5234"	"199500.0"
"14244"	"2.0"	"5566.0"	"2.6684"	"185600.0"
"14245"	"16.0"	"5779.0"	"3.996"	"85500.0"
"14246"	"0.0"	"5469.0"	"2.5795"	"350000.0"
"14247"	"3.0"	"5598.0"	"1.7159"	"95000.0"
"14248"	"15.0"	"5727.0"	"1.6932"	"78400.0"
"14249"	"25.0"	"6015.0"	"3.175"	"101600.0"
"14250"	"3.0"	"5652.0"	"2.6923"	"150000.0"
"14251"	"14.0"	"5463.0"	"3.5861"	"123600.0"
"14252"	"33.0"	"5379.0"	"4.3281"	"220000.0"
"14253"	"17.0"	"5650.0"	"3.4219"	"92800.0"
"14254"	"20.0"	"5609.0"	"4.6528"	"335700.0"
"14255"	"23.0"	"5634.0"	"3.6806"	"130500.0"
"14256"	"36.0"	"5699.0"	"5.756"	"302700.0"
"14257"	"33.0"	"5763.0"	"1.6318"	"187500.0"
"14258"	"30.0"	"5475.0"	"5.8541"	"281500.0"
"14259"	"37.0"	"5240.0"	"2.5388"	"119000.0"
"14260"	"20.0"	"5697.0"	"5.0258"	"255400.0"
"14261"	"34.0"	"5414.0"	"3.7585"	"185700.0"
"14262"	"0.0"	"5683.0"	"2.2188"	"306700.0"
"14263"	"24.0"	"5837.0"	"1.7172"	"58800.0"
"14264"	"16.0"	"5856.0"	"1.8187"	"84100.0"
"14265"	"19.0"	"5567.0"	"2.1957"	"100800.0"
"14266"	"42.0"	"5713.0"	"4.875"	"200400.0"
"14267"	"35.0"	"5052.0"	"2.4574"	"103300.0"
"14268"	"32.0"	"4745.0"	"3.8576"	"318600.0"
"14269"	"37.0"	"5697.0"	"3.125"	"115600.0"
"14270"	"8.0"	"5908.0"	"3.6389"	"304000.0"
"14271"	"46.0"	"3707.0"	"3.7912"	"168900.0"
"14272"	"17.0"	"5692.0"	"5.5797"	"198100.0"
"14273"	"17.0"	"5912.0"	"3.6654"	"184500.0"
"14274"	"24.0"	"5247.0"	"3.9018"	"182300.0"
"14275"	"8.0"	"5647.0"	"2.7391"	"140300.0"
"14276"	"24.0"	"5865.0"	"3.9375"	"270500.0"
"14277"	"44.0"	"5665.0"	"7.9393"	"399300.0"
"14278"	"14.0"	"5958.0"	"1.7386"	"52000.0"
"14279"	"18.0"	"5819.0"	"7.7072"	"443800.0"
"14280"	"39.0"	"5115.0"	"4.2432"	"326500.0"
"14281"	"12.0"	"5406.0"	"2.1139"	"70900.0"
"14282"	"8.0"	"5694.0"	"3.4914"	"153900.0"
"14283"	"8.0"	"5694.0"	"1.7778"	"109900.0"
"14284"	"34.0"	"5870.0"	"3.3681"	"70500.0"
"14285"	"16.0"	"5631.0"	"2.6797"	"81800.0"
"14286"	"27.0"	"5176.0"	"2.0675"	"116700.0"
"14287"	"17.0"	"5829.0"	"4.0625"	"159900.0"
"14288"	"14.0"	"5468.0"	"4.3529"	"184000.0"
"14289"	"19.0"	"5752.0"	"2.6964"	"68500.0"
"14290"	"15.0"	"5707.0"	"7.8924"	"500001.0"
"14291"	"12.0"	"5730.0"	"1.775"	"112500.0"
"14292"	"48.0"	"5713.0"	"1.4722"	"137500.0"
"14293"	"25.0"	"5920.0"	"2.7426"	"103100.0"
"14294"	"33.0"	"5852.0"	"2.4028"	"112500.0"
"14295"	"14.0"	"5682.0"	"1.8828"	"44600.0"
"14296"	"35.0"	"5684.0"	"10.1989"	"500001.0"
"14297"	"35.0"	"5791.0"	"5.4346"	"428600.0"
"14298"	"11.0"	"5604.0"	"4.4211"	"462900.0"
"14299"	"18.0"	"5700.0"	"2.7708"	"148200.0"
"14300"	"35.0"	"5235.0"	"2.6074"	"137500.0"
"14301"	"22.0"	"5617.0"	"3.9375"	"292900.0"
"14302"	"20.0"	"5712.0"	"4.4659"	"138100.0"
"14303"	"48.0"	"4854.0"	"4.7193"	"178700.0"
"14304"	"22.0"	"5543.0"	"4.0507"	"179500.0"
"14305"	"36.0"	"5798.0"	"5.9053"	"260500.0"
"14306"	"29.0"	"5035.0"	"5.9254"	"491200.0"
"14307"	"16.0"	"5910.0"	"6.1187"	"342000.0"
"14308"	"24.0"	"4761.0"	"4.3232"	"316200.0"
"14309"	"30.0"	"5768.0"	"2.9688"	"152700.0"
"14310"	"20.0"	"5376.0"	"4.516"	"350000.0"
"14311"	"34.0"	"5680.0"	"5.0958"	"217100.0"
"14312"	"27.0"	"5244.0"	"4.2237"	"262300.0"
"14313"	"38.0"	"5750.0"	"1.735"	"61200.0"
"14314"	"22.0"	"5662.0"	"5.3972"	"362300.0"
"14315"	"3.0"	"5668.0"	"4.0556"	"282600.0"
"14316"	"38.0"	"5230.0"	"3.5083"	"280900.0"
"14317"	"12.0"	"5533.0"	"3.6413"	"212700.0"
"14318"	"34.0"	"5908.0"	"2.0673"	"87500.0"
"14319"	"37.0"	"5887.0"	"5.5842"	"88900.0"
"14320"	"27.0"	"5816.0"	"4.1058"	"107600.0"
"14321"	"9.0"	"5876.0"	"2.1149"	"184900.0"
"14322"	"35.0"	"5589.0"	"3.5845"	"164300.0"
"14323"	"20.0"	"5404.0"	"3.7"	"179000.0"
"14324"	"29.0"	"5826.0"	"6.4744"	"500001.0"
"14325"	"13.0"	"5719.0"	"3.7813"	"336300.0"
"14326"	"0.0"	"6066.0"	"4.125"	"262500.0"
"14327"	"26.0"	"5509.0"	"2.9861"	"160900.0"
"14328"	"34.0"	"5649.0"	"3.4551"	"121400.0"
"14329"	"18.0"	"5838.0"	"1.9185"	"93300.0"
"14330"	"0.0"	"5818.0"	"1.725"	"111500.0"
"14331"	"23.0"	"5714.0"	"3.0189"	"144100.0"
"14332"	"10.0"	"5679.0"	"2.7451"	"255400.0"
"14333"	"15.0"	"5888.0"	"5.0445"	"196200.0"
"14334"	"13.0"	"5559.0"	"4.2902"	"152400.0"
"14335"	"27.0"	"5082.0"	"3.9722"	"450000.0"
"14336"	"34.0"	"5742.0"	"2.5625"	"153100.0"
"14337"	"16.0"	"5690.0"	"3.2188"	"196900.0"
"14338"	"46.0"	"5894.0"	"4.7222"	"109000.0"
"14339"	"28.0"	"5623.0"	"2.1074"	"181300.0"
"14340"	"9.0"	"5774.0"	"6.3359"	"169300.0"
"14341"	"20.0"	"5805.0"	"2.8958"	"86400.0"
"14342"	"31.0"	"5163.0"	"2.862"	"258400.0"
"14343"	"15.0"	"5533.0"	"1.6563"	"57200.0"
"14344"	"46.0"	"5493.0"	"3.2062"	"167500.0"
"14345"	"33.0"	"5848.0"	"6.4218"	"275000.0"
"14346"	"33.0"	"4747.0"	"1.2716"	"69400.0"
"14347"	"3.0"	"5476.0"	"2.4283"	"143100.0"
"14348"	"15.0"	"5606.0"	"5.3041"	"235700.0"
"14349"	"21.0"	"5489.0"	"2.4741"	"151200.0"
"14350"	"0.0"	"5826.0"	"6.0302"	"287300.0"
"14351"	"13.0"	"5750.0"	"2.2679"	"151800.0"
"14352"	"0.0"	"5825.0"	"2.7717"	"500000.0"
"14353"	"10.0"	"5765.0"	"3.9469"	"158200.0"
"14354"	"5.0"	"5757.0"	"1.7344"	"51300.0"
"14355"	"25.0"	"5890.0"	"2.8942"	"116700.0"
"14356"	"40.0"	"5139.0"	"6.4858"	"285400.0"
"14357"	"0.0"	"5766.0"	"8.1194"	"471600.0"
"14358"	"43.0"	"5839.0"	"5.6856"	"138100.0"
"14359"	"18.0"	"5768.0"	"3.6705"	"275000.0"
"14360"	"7.0"	"5638.0"	"3.524"	"186200.0"
"14361"	"48.0"	"4528.0"	"3.7348"	"125800.0"
"14362"	"36.0"	"5582.0"	"2.5592"	"75900.0"
"14363"	"38.0"	"5659.0"	"5.3241"	"123000.0"
"14364"	"17.0"	"5639.0"	"3.1513"	"150000.0"
"14365"	"11.0"	"5666.0"	"2.1687"	"157000.0"
"14366"	"33.0"	"5299.0"	"1.62"	"131300.0"
"14367"	"21.0"	"5793.0"	"3.8173"	"177900.0"
"14368"	"26.0"	"5584.0"	"2.6779"	"136000.0"
"14369"	"7.0"	"5798.0"	"3.3977"	"153800.0"
"14370"	"22.0"	"5981.0"	"1.3527"	"60000.0"
"14371"	"28.0"	"5025.0"	"5.1384"	"336900.0"
"14372"	"15.0"	"5665.0"	"2.7993"	"145500.0"
"14373"	"29.0"	"5803.0"	"4.4853"	"145900.0"
"14374"	"15.0"	"5847.0"	"4.4625"	"154200.0"
"14375"	"8.0"	"5735.0"	"1.5972"	"68900.0"
"14376"	"0.0"	"5691.0"	"2.325"	"109700.0"
"14377"	"43.0"	"5785.0"	"3.5192"	"98000.0"
"14378"	"34.0"	"5024.0"	"4.4472"	"161100.0"
"14379"	"27.0"	"5633.0"	"1.8914"	"87800.0"
"14380"	"34.0"	"5902.0"	"4.2159"	"211300.0"
"14381"	"6.0"	"5772.0"	"3.6719"	"357400.0"
"14382"	"21.0"	"5632.0"	"4.4583"	"170000.0"
"14383"	"16.0"	"5835.0"	"4.7344"	"346900.0"
"14384"	"16.0"	"5263.0"	"4.65"	"206800.0"
"14385"	"35.0"	"5189.0"	"3.3006"	"185800.0"
"14386"	"22.0"	"5651.0"	"4.7917"	"164500.0"
"14387"	"39.0"	"5506.0"	"6.2971"	"218300.0"
"14388"	"44.0"	"5717.0"	"3.3567"	"129100.0"
"14389"	"34.0"	"4861.0"	"3.3173"	"218400.0"
"14390"	"14.0"	"5795.0"	"2.0096"	"155700.0"
"14391"	"27.0"	"5743.0"	"4.5179"	"177100.0"
"14392"	"23.0"	"5774.0"	"2.5964"	"176800.0"
"14393"	"10.0"	"5776.0"	"5.1874"	"230800.0"
"14394"	"20.0"	"5663.0"	"5.606"	"288900.0"
"14395"	"26.0"	"5470.0"	"1.4719"	"88600.0"
"14396"	"22.0"	"5530.0"	"1.9318"	"115900.0"
"14397"	"29.0"	"5590.0"	"5.7613"	"235800.0"
"14398"	"35.0"	"5726.0"	"1.899"	"64000.0"
"14399"	"32.0"	"5806.0"	"10.0187"	"500001.0"
"14400"	"33.0"	"5357.0"	"7.8013"	"474000.0"
"14401"	"28.0"	"5032.0"	"4.1387"	"157700.0"
"14402"	"19.0"	"5754.0"	"3.1406"	"163100.0"
"14403"	"15.0"	"5964.0"	"5.5133"	"227300.0"
"14404"	"37.0"	"5653.0"	"3.0278"	"77400.0"
"14405"	"7.0"	"5475.0"	"4.73"	"201000.0"
"14406"	"23.0"	"5451.0"	"6.3911"	"301700.0"
"14407"	"43.0"	"5778.0"	"5.9202"	"181300.0"
"14408"	"38.0"	"5488.0"	"2.8603"	"128900.0"
"14409"	"24.0"	"5870.0"	"3.8295"	"122200.0"
"14410"	"38.0"	"5562.0"	"1.9808"	"139100.0"
"14411"	"43.0"	"5096.0"	"2.9726"	"133800.0"
"14412"	"37.0"	"4842.0"	"2.1865"	"129300.0"
"14413"	"6.0"	"6061.0"	"0.536"	"87500.0"
"14414"	"32.0"	"5146.0"	"6.6447"	"416800.0"
"14415"	"15.0"	"5803.0"	"2.5536"	"117200.0"
"14416"	"0.0"	"5852.0"	"3.95"	"219000.0"
"14417"	"36.0"	"5843.0"	"5.5677"	"175400.0"
"14418"	"12.0"	"5745.0"	"2.1136"	"111800.0"
"14419"	"0.0"	"5680.0"	"3.7419"	"500001.0"
"14420"	"5.0"	"5476.0"	"3.2599"	"183100.0"
"14421"	"17.0"	"5867.0"	"3.35"	"147600.0"
"14422"	"24.0"	"5770.0"	"7.7464"	"474600.0"
"14423"	"7.0"	"5626.0"	"2.6573"	"141800.0"
"14424"	"45.0"	"4981.0"	"5.8252"	"264700.0"
"14425"	"44.0"	"5840.0"	"5.7201"	"155700.0"
"14426"	"5.0"	"4610.0"	"1.6725"	"187500.0"
"14427"	"10.0"	"5838.0"	"3.3478"	"184900.0"
"14428"	"8.0"	"5574.0"	"1.6103"	"50900.0"
"14429"	"21.0"	"5405.0"	"2.6973"	"135200.0"
"14430"	"36.0"	"5884.0"	"4.0221"	"173300.0"
"14431"	"19.0"	"5845.0"	"4.5208"	"230700.0"
"14432"	"0.0"	"5318.0"	"2.6806"	"153000.0"
"14433"	"23.0"	"5329.0"	"0.8351"	"150000.0"
"14434"	"37.0"	"5569.0"	"3.3269"	"81900.0"
"14435"	"6.0"	"5946.0"	"5.3264"	"258100.0"
"14436"	"0.0"	"3963.0"	"2.5166"	"275000.0"
"14437"	"32.0"	"5238.0"	"3.525"	"229100.0"
"14438"	"23.0"	"5345.0"	"3.5268"	"215500.0"
"14439"	"26.0"	"4688.0"	"5.2276"	"434500.0"
"14440"	"22.0"	"5775.0"	"1.6767"	"147700.0"
"14441"	"16.0"	"5753.0"	"4.2283"	"326800.0"
"14442"	"21.0"	"5780.0"	"3.5909"	"353100.0"
"14443"	"7.0"	"5735.0"	"2.7"	"120400.0"
"14444"	"30.0"	"5788.0"	"1.8542"	"333300.0"
"14445"	"14.0"	"6009.0"	"2.55"	"271400.0"
"14446"	"32.0"	"5626.0"	"3.3966"	"115000.0"
"14447"	"13.0"	"5774.0"	"2.3015"	"131700.0"
"14448"	"15.0"	"5381.0"	"2.15"	"132200.0"
"14449"	"9.0"	"5829.0"	"1.7348"	"137500.0"
"14450"	"13.0"	"5712.0"	"9.2463"	"500001.0"
"14451"	"13.0"	"5776.0"	"1.4812"	"53500.0"
"14452"	"42.0"	"5719.0"	"8.3608"	"187300.0"
"14453"	"37.0"	"5596.0"	"2.5953"	"67500.0"
"14454"	"24.0"	"5912.0"	"3.6042"	"95600.0"
"14455"	"23.0"	"5766.0"	"1.8438"	"162500.0"
"14456"	"20.0"	"5874.0"	"1.6029"	"89700.0"
"14457"	"27.0"	"5668.0"	"3.0833"	"232700.0"
"14458"	"17.0"	"5597.0"	"4.6118"	"191700.0"
"14459"	"3.0"	"6014.0"	"1.2096"	"100000.0"
"14460"	"4.0"	"5814.0"	"5.7405"	"351600.0"
"14461"	"18.0"	"5856.0"	"3.6181"	"96500.0"
"14462"	"14.0"	"5967.0"	"1.625"	"75000.0"
"14463"	"37.0"	"5566.0"	"1.9032"	"100000.0"
"14464"	"29.0"	"5502.0"	"7.5218"	"291500.0"
"14465"	"28.0"	"6007.0"	"14.5833"	"500001.0"
"14466"	"12.0"	"5468.0"	"1.8316"	"113500.0"
"14467"	"20.0"	"5841.0"	"2.825"	"67600.0"
"14468"	"16.0"	"5724.0"	"4.8438"	"185700.0"
"14469"	"34.0"	"5881.0"	"2.5156"	"71900.0"
"14470"	"25.0"	"5861.0"	"2.1141"	"110900.0"
"14471"	"10.0"	"5646.0"	"2.3882"	"148100.0"
"14472"	"15.0"	"5798.0"	"3.8516"	"206900.0"
"14473"	"23.0"	"5304.0"	"7.5"	"356200.0"
"14474"	"33.0"	"6002.0"	"3.7857"	"78600.0"
"14475"	"6.0"	"5825.0"	"5.3913"	"248900.0"
"14476"	"27.0"	"5830.0"	"2.13"	"50800.0"
"14477"	"23.0"	"5403.0"	"3.1118"	"238100.0"
"14478"	"26.0"	"5199.0"	"7.7846"	"409000.0"
"14479"	"0.0"	"5793.0"	"4.7386"	"340400.0"
"14480"	"36.0"	"5077.0"	"4.0214"	"139500.0"
"14481"	"13.0"	"5843.0"	"3.0139"	"65300.0"
"14482"	"36.0"	"4994.0"	"4.0556"	"158000.0"
"14483"	"26.0"	"5284.0"	"2.9258"	"234800.0"
"14484"	"22.0"	"5430.0"	"4.525"	"186000.0"
"14485"	"17.0"	"5649.0"	"6.4588"	"437100.0"
"14486"	"10.0"	"5302.0"	"2.455"	"82400.0"
"14487"	"15.0"	"5803.0"	"3.2813"	"301700.0"
"14488"	"31.0"	"5456.0"	"2.1062"	"176700.0"
"14489"	"11.0"	"5616.0"	"2.1157"	"156900.0"
"14490"	"0.0"	"5898.0"	"3.7614"	"241700.0"
"14491"	"34.0"	"5841.0"	"5.9582"	"500001.0"
"14492"	"17.0"	"5695.0"	"4.0096"	"165000.0"
"14493"	"48.0"	"4870.0"	"3.2135"	"212700.0"
"14494"	"29.0"	"5767.0"	"3.4706"	"99300.0"
"14495"	"24.0"	"5387.0"	"2.694"	"164100.0"
"14496"	"30.0"	"5679.0"	"3.6111"	"112300.0"
"14497"	"34.0"	"5835.0"	"4.7344"	"200000.0"
"14498"	"29.0"	"5677.0"	"3.5128"	"121600.0"
"14499"	"7.0"	"5457.0"	"2.121"	"144000.0"
"14500"	"34.0"	"4375.0"	"3.443"	"171900.0"
"14501"	"18.0"	"5432.0"	"4.0223"	"250200.0"
"14502"	"18.0"	"5669.0"	"4.9676"	"414100.0"
"14503"	"18.0"	"5811.0"	"5.6582"	"500001.0"
"14504"	"41.0"	"5328.0"	"4.3409"	"271400.0"
"14505"	"35.0"	"5528.0"	"3.8529"	"147700.0"
"14506"	"35.0"	"5803.0"	"9.8321"	"500001.0"
"14507"	"9.0"	"5468.0"	"2.8448"	"268900.0"
"14508"	"43.0"	"5811.0"	"6.6603"	"230900.0"
"14509"	"46.0"	"4903.0"	"10.1714"	"481500.0"
"14510"	"35.0"	"5163.0"	"6.3066"	"346100.0"
"14511"	"16.0"	"5606.0"	"3.5057"	"205100.0"
"14512"	"35.0"	"5396.0"	"3.3802"	"216500.0"
"14513"	"30.0"	"5880.0"	"3.0673"	"68200.0"
"14514"	"10.0"	"5618.0"	"2.2442"	"166700.0"
"14515"	"18.0"	"5839.0"	"4.1842"	"364000.0"
"14516"	"23.0"	"5495.0"	"6.2064"	"334900.0"
"14517"	"31.0"	"3654.0"	"4.1692"	"344500.0"
"14518"	"7.0"	"5892.0"	"2.2292"	"92000.0"
"14519"	"19.0"	"5753.0"	"4.3687"	"173500.0"
"14520"	"6.0"	"5778.0"	"3.375"	"98500.0"
"14521"	"27.0"	"5568.0"	"4.0798"	"179200.0"
"14522"	"18.0"	"5560.0"	"5.5127"	"268200.0"
"14523"	"35.0"	"5109.0"	"2.0348"	"177200.0"
"14524"	"43.0"	"5680.0"	"6.0891"	"270100.0"
"14525"	"0.0"	"5719.0"	"3.75"	"435700.0"
"14526"	"16.0"	"5822.0"	"4.8438"	"226300.0"
"14527"	"19.0"	"5813.0"	"2.2596"	"119400.0"
"14528"	"29.0"	"5689.0"	"6.1383"	"244100.0"
"14529"	"27.0"	"5756.0"	"3.2619"	"183800.0"
"14530"	"24.0"	"5435.0"	"4.5833"	"190700.0"
"14531"	"38.0"	"5858.0"	"2.5966"	"109300.0"
"14532"	"29.0"	"5063.0"	"1.7774"	"100000.0"
"14533"	"30.0"	"5586.0"	"4.7337"	"127600.0"
"14534"	"20.0"	"5668.0"	"6.6537"	"267600.0"
"14535"	"27.0"	"5788.0"	"2.3571"	"340600.0"
"14536"	"0.0"	"5660.0"	"3.1691"	"259400.0"
"14537"	"17.0"	"5856.0"	"5.0282"	"195400.0"
"14538"	"16.0"	"5841.0"	"10.6272"	"500001.0"
"14539"	"2.0"	"5538.0"	"5.2519"	"376600.0"
"14540"	"43.0"	"5030.0"	"4.997"	"142900.0"
"14541"	"46.0"	"5479.0"	"5.5073"	"263800.0"
"14542"	"30.0"	"5570.0"	"4.7105"	"266200.0"
"14543"	"31.0"	"5625.0"	"9.6023"	"391300.0"
"14544"	"10.0"	"5743.0"	"4.9808"	"212300.0"
"14545"	"37.0"	"5320.0"	"5.7021"	"193100.0"
"14546"	"19.0"	"5618.0"	"1.9867"	"166300.0"
"14547"	"35.0"	"5801.0"	"5.6605"	"224400.0"
"14548"	"18.0"	"5816.0"	"4.125"	"220800.0"
"14549"	"27.0"	"5677.0"	"4.8173"	"146600.0"
"14550"	"36.0"	"5705.0"	"6.299"	"286900.0"
"14551"	"9.0"	"5696.0"	"2.9688"	"211400.0"
"14552"	"15.0"	"5768.0"	"3.5588"	"268800.0"
"14553"	"45.0"	"4967.0"	"3.8488"	"130600.0"
"14554"	"32.0"	"5727.0"	"2.0871"	"84700.0"
"14555"	"32.0"	"1878.0"	"3.2154"	"259600.0"
"14556"	"33.0"	"5701.0"	"5.5136"	"137100.0"
"14557"	"0.0"	"5925.0"	"10.8783"	"500001.0"
"14558"	"8.0"	"5428.0"	"3.4286"	"247900.0"
"14559"	"9.0"	"5838.0"	"2.925"	"170800.0"
"14560"	"18.0"	"5952.0"	"3.1858"	"109500.0"
"14561"	"19.0"	"5870.0"	"2.7708"	"117400.0"
"14562"	"36.0"	"4923.0"	"2.1389"	"133400.0"
"14563"	"45.0"	"3656.0"	"3.8056"	"162200.0"
"14564"	"44.0"	"5308.0"	"2.7011"	"130700.0"
"14565"	"17.0"	"5803.0"	"3.1786"	"100600.0"
"14566"	"27.0"	"5679.0"	"2.8306"	"87500.0"
"14567"	"24.0"	"5485.0"	"1.9766"	"112500.0"
"14568"	"25.0"	"5731.0"	"5.8178"	"267400.0"
"14569"	"40.0"	"4946.0"	"6.3373"	"339700.0"
"14570"	"21.0"	"5398.0"	"4.8984"	"311700.0"
"14571"	"22.0"	"5739.0"	"6.0666"	"311500.0"
"14572"	"27.0"	"5124.0"	"3.8081"	"286700.0"
"14573"	"22.0"	"5942.0"	"1.6198"	"122700.0"
"14574"	"35.0"	"5522.0"	"8.2069"	"442500.0"
"14575"	"31.0"	"5165.0"	"2.9085"	"156300.0"
"14576"	"16.0"	"5474.0"	"7.8407"	"476400.0"
"14577"	"49.0"	"4810.0"	"5.0016"	"189100.0"
"14578"	"27.0"	"5617.0"	"2.3333"	"90600.0"
"14579"	"36.0"	"5585.0"	"6.1195"	"251100.0"
"14580"	"18.0"	"4586.0"	"3.4902"	"500001.0"
"14581"	"33.0"	"5787.0"	"6.5285"	"300400.0"
"14582"	"38.0"	"5147.0"	"4.2214"	"104600.0"
"14583"	"14.0"	"5656.0"	"4.1488"	"235300.0"
"14584"	"48.0"	"5368.0"	"5.4284"	"500001.0"
"14585"	"0.0"	"5386.0"	"3.7887"	"500001.0"
"14586"	"33.0"	"5765.0"	"3.2465"	"277400.0"
"14587"	"8.0"	"5702.0"	"2.1354"	"105800.0"
"14588"	"5.0"	"5603.0"	"1.65"	"66000.0"
"14589"	"34.0"	"5723.0"	"3.2969"	"229900.0"
"14590"	"18.0"	"5902.0"	"1.9766"	"162500.0"
"14591"	"16.0"	"5639.0"	"4.6087"	"224600.0"
"14592"	"34.0"	"6061.0"	"3.9934"	"500001.0"
"14593"	"37.0"	"5707.0"	"1.0472"	"57800.0"
"14594"	"31.0"	"5913.0"	"2.975"	"63900.0"
"14595"	"8.0"	"5650.0"	"1.7727"	"86100.0"
"14596"	"16.0"	"5492.0"	"2.2095"	"176700.0"
"14597"	"33.0"	"5794.0"	"4.918"	"130600.0"
"14598"	"12.0"	"5648.0"	"3.0089"	"185200.0"
"14599"	"7.0"	"5610.0"	"6.3231"	"500001.0"
"14600"	"32.0"	"5959.0"	"5.4482"	"190800.0"
"14601"	"30.0"	"5707.0"	"2.6023"	"142200.0"
"14602"	"28.0"	"5599.0"	"2.2264"	"112500.0"
"14603"	"29.0"	"5785.0"	"3.35"	"85400.0"
"14604"	"48.0"	"3503.0"	"6.3942"	"356700.0"
"14605"	"48.0"	"5998.0"	"3.5781"	"244400.0"
"14606"	"31.0"	"5474.0"	"1.9943"	"59800.0"
"14607"	"24.0"	"5560.0"	"5.3637"	"214700.0"
"14608"	"28.0"	"5330.0"	"10.9601"	"500001.0"
"14609"	"33.0"	"5885.0"	"8.7397"	"500001.0"
"14610"	"20.0"	"5565.0"	"1.8906"	"224500.0"
"14611"	"15.0"	"5792.0"	"4.0083"	"142900.0"
"14612"	"30.0"	"5691.0"	"2.8871"	"94700.0"
"14613"	"32.0"	"5766.0"	"4.4342"	"160700.0"
"14614"	"29.0"	"5576.0"	"4.3077"	"293500.0"
"14615"	"0.0"	"5785.0"	"3.37"	"330300.0"
"14616"	"33.0"	"5189.0"	"2.5268"	"235700.0"
"14617"	"11.0"	"5052.0"	"2.978"	"306800.0"
"14618"	"44.0"	"5456.0"	"4.2071"	"128300.0"
"14619"	"18.0"	"5323.0"	"4.1339"	"135000.0"
"14620"	"38.0"	"5654.0"	"4.3833"	"115200.0"
"14621"	"46.0"	"4967.0"	"5.3267"	"140100.0"
"14622"	"19.0"	"5807.0"	"5.4469"	"274700.0"
"14623"	"44.0"	"5811.0"	"3.662"	"165300.0"
"14624"	"10.0"	"5710.0"	"1.9375"	"87000.0"
"14625"	"25.0"	"5005.0"	"3.7015"	"287900.0"
"14626"	"0.0"	"5348.0"	"3.2705"	"241800.0"
"14627"	"27.0"	"5665.0"	"2.5536"	"144000.0"
"14628"	"26.0"	"5552.0"	"5.7833"	"339600.0"
"14629"	"12.0"	"5897.0"	"5.5255"	"242700.0"
"14630"	"9.0"	"5838.0"	"3.2386"	"185000.0"
"14631"	"0.0"	"5285.0"	"4.5052"	"500001.0"
"14632"	"37.0"	"5661.0"	"3.5341"	"500001.0"
"14633"	"41.0"	"5950.0"	"1.7214"	"118300.0"
"14634"	"46.0"	"5931.0"	"3.1944"	"117000.0"
"14635"	"10.0"	"5835.0"	"1.2778"	"112500.0"
"14636"	"19.0"	"5792.0"	"3.5568"	"191200.0"
"14637"	"30.0"	"5481.0"	"2.5"	"177800.0"
"14638"	"0.0"	"5950.0"	"1.9063"	"200000.0"
"14639"	"20.0"	"5806.0"	"4.125"	"230200.0"
"14640"	"41.0"	"4839.0"	"2.1461"	"75900.0"
"14641"	"22.0"	"5772.0"	"4.0474"	"280500.0"
"14642"	"19.0"	"5633.0"	"1.7426"	"60300.0"
"14643"	"3.0"	"5474.0"	"1.9798"	"147400.0"
"14644"	"8.0"	"5710.0"	"3.1042"	"219800.0"
"14645"	"10.0"	"5932.0"	"3.0625"	"361700.0"
"14646"	"41.0"	"5656.0"	"4.945"	"298400.0"
"14647"	"26.0"	"5263.0"	"7.9819"	"397000.0"
"14648"	"40.0"	"5512.0"	"4.9444"	"285000.0"
"14649"	"20.0"	"5468.0"	"6.0677"	"321600.0"
"14650"	"36.0"	"5695.0"	"5.93"	"277600.0"
"14651"	"24.0"	"5584.0"	"4.7679"	"204000.0"
"14652"	"28.0"	"5286.0"	"2.9405"	"217800.0"
"14653"	"33.0"	"5358.0"	"2.4206"	"137500.0"
"14654"	"18.0"	"5451.0"	"3.1713"	"170100.0"
"14655"	"9.0"	"5828.0"	"3.5"	"267400.0"
"14656"	"18.0"	"5902.0"	"13.1867"	"500001.0"
"14657"	"47.0"	"5786.0"	"6.0891"	"214600.0"
"14658"	"39.0"	"5592.0"	"5.888"	"447700.0"
"14659"	"24.0"	"5918.0"	"4.5694"	"287500.0"
"14660"	"18.0"	"5586.0"	"3.2481"	"128800.0"
"14661"	"36.0"	"5526.0"	"4.2542"	"294100.0"
"14662"	"18.0"	"5790.0"	"5.4042"	"241600.0"
"14663"	"12.0"	"5804.0"	"3.4712"	"144300.0"
"14664"	"0.0"	"5711.0"	"4.2891"	"230000.0"
"14665"	"36.0"	"5345.0"	"5.2894"	"332800.0"
"14666"	"26.0"	"5787.0"	"3.375"	"156300.0"
"14667"	"34.0"	"5861.0"	"2.6635"	"162500.0"
"14668"	"8.0"	"5463.0"	"3.201"	"287500.0"
